0,1.978119
1,2.157283
2,2.086907
3,2.076331
4,3.115266
5,3.460799
6,3.893259
7,3.449295
8,3.56134
9,4.308844
10,4.421204
11,5.353488
12,6.768411
13,5.855887
14,4.75827
15,4.908868
16,5.665576
