0,1.92004
1,2.132459
2,2.374825
3,3.213348
4,3.541956
5,4.659853
6,6.970595
7,12.89135
8,12.08074
9,14.79825
10,16.14901
11,15.54044
12,21.00886
13,19.23882
14,17.53895
15,18.31583
