0,2.003083
1,2.53121
2,2.560945
3,3.407624
4,3.959867
5,6.069046
6,10.27852
7,10.64962
8,11.98589
9,11.24443
10,9.743561
11,10.62374
12,11.04376
13,11.32565
14,10.65488
15,9.956568
16,9.808105
17,10.6162
